No.,Source,Destination,Protocol,Length,Protocol_num,Packet_Count,Result
4336,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,112,2,6701,Anomaly
4337,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,112,2,6701,Anomaly
4338,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,172,2,130,Normal
4339,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,168,2,130,Normal
4340,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,144,2,130,Normal
4341,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,98,9,6701,Normal
4342,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,94,9,59,Normal
4343,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4344,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TLSv1.3,603,11,6701,Anomaly
4345,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86,9,59,Normal
4346,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,1294,11,59,Anomaly
4347,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4348,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4349,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4350,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,787,11,59,Anomaly
4351,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4352,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TLSv1.3,150,11,6701,Normal
4353,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TLSv1.3,427,11,6701,Anomaly
4354,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86,9,59,Normal
4355,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,1294,11,59,Anomaly
4356,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4357,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4358,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4359,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,1030,11,59,Anomaly
4360,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4361,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TLSv1.3,117,11,6701,Normal
4362,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4363,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4364,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4365,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4366,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4367,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4368,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4369,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4370,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4371,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4372,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4373,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4374,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4375,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4376,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4377,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4378,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4379,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4380,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,1294,11,59,Anomaly
4381,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4382,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4383,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4384,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4385,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4386,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4387,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4388,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4389,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4390,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4391,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4392,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4393,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4394,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4395,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4396,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4397,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,1294,11,59,Anomaly
4398,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4399,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4400,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4401,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4402,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4403,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4404,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4405,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4406,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4407,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4408,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4409,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4410,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4411,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,592,11,59,Normal
4412,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4413,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TLSv1.3,191,11,6701,Normal
4414,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4415,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
4416,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::133,TCP,86,9,6701,Normal
4417,2620:149:a16:f000::133,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,9,59,Normal
