No.,Source,Destination,Protocol,Length
24764,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,668
24765,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,481
24766,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,1292
24767,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,93
24768,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,1288
24769,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,1292
24770,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,214
24771,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,188
24772,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,91
24773,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,93
24774,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,87
24775,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,87
24776,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,452
24777,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,83
24778,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,97
24780,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
24782,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,140
24786,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,94
24828,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,140
24829,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,94
24834,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0c::5f,UDP,91
24835,2607:f8b0:4002:c0c::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,UDP,88
24853,2607:f8b0:4002:c0c::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,UDP,222
24854,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0c::5f,UDP,95
24868,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::65,QUIC,1288
24869,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::65,QUIC,1196
24870,2607:f8b0:4002:c06::65,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,89
24871,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::65,QUIC,94
24876,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,112
24877,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,112
24878,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,112
24879,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,168
24880,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,172
24882,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,144
25151,2607:f8b0:4002:c06::65,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,496
25152,2607:f8b0:4002:c06::65,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,317
25153,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::65,QUIC,97
25154,2607:f8b0:4002:c06::65,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
25184,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,95
25185,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,95
25186,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,95
25191,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,207
25192,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,148
25193,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,136
25233,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4004:c0b::5e,QUIC,1292
25234,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4004:c0b::5e,QUIC,1292
25235,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4004:c0b::5e,QUIC,142
25245,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3003::5e,QUIC,1292
25246,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3003::5e,QUIC,1292
25247,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3003::5e,QUIC,1292
25248,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3003::5e,QUIC,141
25264,2607:f8b0:4004:c0b::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
25265,2607:f8b0:4004:c0b::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
25266,2607:f8b0:4004:c0b::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
25267,2607:f8b0:4004:c0b::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
25268,2607:f8b0:4004:c0b::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
25269,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4004:c0b::5e,QUIC,101
25270,2607:f8b0:4004:c0b::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1262
25271,2607:f8b0:4004:c0b::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,130
25272,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4004:c0b::5e,QUIC,223
25273,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4004:c0b::5e,QUIC,992
25279,2607:f8b0:4023:3003::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
25281,2607:f8b0:4023:3003::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
25282,2607:f8b0:4023:3003::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
25283,2607:f8b0:4023:3003::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
25284,2607:f8b0:4023:3003::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
25285,2607:f8b0:4023:3003::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,341
25286,2607:f8b0:4023:3003::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1013
25287,2607:f8b0:4023:3003::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,88
25288,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3003::5e,QUIC,140
25289,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3003::5e,QUIC,93
25290,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3003::5e,QUIC,660
25291,2607:f8b0:4004:c0b::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1016
25292,2607:f8b0:4004:c0b::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,183
25293,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4004:c0b::5e,QUIC,94
25294,2607:f8b0:4004:c0b::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,89
25298,2607:f8b0:4023:3003::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
25302,2607:f8b0:4004:c0b::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,626
25303,2607:f8b0:4004:c0b::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,83
25304,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4004:c0b::5e,QUIC,98
25305,2607:f8b0:4023:3003::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,182
25306,2607:f8b0:4023:3003::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,91
25307,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3003::5e,QUIC,94
25308,2607:f8b0:4023:3003::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,626
25309,2607:f8b0:4023:3003::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,83
25310,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3003::5e,QUIC,97
25313,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,91
25314,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4004:c0b::5e,QUIC,94
25316,2607:f8b0:4004:c0b::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
25317,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
25320,2607:f8b0:4023:3003::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
25332,192.168.46.2,224.0.0.251,MDNS,430
25333,fe80::1867:809a:daeb:dc0,ff02::fb,MDNS,450
25338,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,140
25339,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,94
25354,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0c::5f,UDP,91
25357,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,140
25360,2607:f8b0:4002:c0c::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,UDP,88
25361,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,94
25362,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,140
25363,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,95
25368,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,108
25369,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,95
25370,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,102
25371,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,91
25372,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,445
25373,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,391
25374,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,90
25375,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,159
25376,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,97
25377,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,83
25378,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,102
25379,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,90
25380,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,93
25381,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1248
25382,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,84
25383,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,97
25388,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
25399,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,1292
25400,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,1292
25401,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,138
25402,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,599
25403,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
25404,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
25405,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
25406,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,345
25407,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1009
25408,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,114
25409,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,85
25410,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,140
25411,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,93
25412,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,182
25413,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,84
25414,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,93
25415,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,280
25416,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,97
25417,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,83
25418,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,767
25419,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,85
25420,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,94
25422,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,215
25423,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,84
25424,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,97
25425,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,336
25426,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,139
25427,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,83
25428,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,97
25429,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,339
25430,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
25431,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1061
25432,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
25433,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,98
25434,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
25435,2607:f8b0:4002:c0c::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,UDP,222
25436,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0c::5f,UDP,95
25450,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::5e,QUIC,1292
25451,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::5e,QUIC,1292
25452,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::5e,QUIC,143
25453,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3001::5e,QUIC,1292
25454,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3001::5e,QUIC,1292
25455,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3001::5e,QUIC,1292
25456,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3001::5e,QUIC,139
25457,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::5e,QUIC,770
25458,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::5e,QUIC,430
25459,2607:f8b0:4002:c10::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
25460,2607:f8b0:4002:c10::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
25461,2607:f8b0:4002:c10::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
25462,2607:f8b0:4002:c10::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,343
25463,2607:f8b0:4002:c10::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1006
25464,2607:f8b0:4002:c10::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,87
25465,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::5e,QUIC,140
25466,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::5e,QUIC,93
25467,2607:f8b0:4002:c10::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,85
25468,2607:f8b0:4002:c10::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,557
25469,2607:f8b0:4002:c10::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,84
25470,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::5e,QUIC,97
25471,2607:f8b0:4002:c10::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,148
25472,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::5e,QUIC,97
25473,2607:f8b0:4002:c10::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,182
25474,2607:f8b0:4002:c10::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,85
25475,2607:f8b0:4002:c10::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,85
25476,2607:f8b0:4023:3001::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
25477,2607:f8b0:4023:3001::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
25478,2607:f8b0:4023:3001::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
25479,2607:f8b0:4023:3001::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
25480,2607:f8b0:4023:3001::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
25481,2607:f8b0:4023:3001::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,349
25482,2607:f8b0:4023:3001::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1005
25483,2607:f8b0:4023:3001::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,96
25484,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3001::5e,QUIC,1292
25485,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3001::5e,QUIC,140
25486,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3001::5e,QUIC,93
25487,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3001::5e,QUIC,887
25488,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::5e,QUIC,94
25489,2607:f8b0:4023:3001::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
25490,2607:f8b0:4023:3001::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,182
25491,2607:f8b0:4023:3001::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,91
25492,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3001::5e,QUIC,94
25493,2607:f8b0:4023:3001::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,626
25494,2607:f8b0:4023:3001::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,83
25495,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4023:3001::5e,QUIC,97
25498,2607:f8b0:4023:3001::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
25506,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4802:38::223,QUIC,1292
25507,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4802:38::223,QUIC,1292
25508,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4802:38::223,QUIC,1292
25509,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4802:38::223,QUIC,141
25510,2001:4860:4802:38::223,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
25511,2001:4860:4802:38::223,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
25512,2001:4860:4802:38::223,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
25513,2001:4860:4802:38::223,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
25514,2001:4860:4802:38::223,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
25515,2001:4860:4802:38::223,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,346
25516,2001:4860:4802:38::223,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1008
25517,2001:4860:4802:38::223,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,123
25518,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4802:38::223,QUIC,1292
25519,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4802:38::223,QUIC,135
25520,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4802:38::223,QUIC,93
25521,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4802:38::223,QUIC,715
25526,2001:4860:4802:38::223,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,188
25527,2001:4860:4802:38::223,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,91
25528,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4802:38::223,QUIC,94
25529,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,95
25530,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,95
25531,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,95
25537,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,148
25538,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,207
25541,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,136
25563,2001:4860:4802:38::223,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,806
25564,2001:4860:4802:38::223,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,186
25565,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4802:38::223,QUIC,97
25595,2001:4860:4802:38::223,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
25613,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c09::5d,QUIC,1292
25614,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c09::5d,QUIC,1292
25622,2607:f8b0:4002:c09::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
25623,2607:f8b0:4002:c09::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
25624,2607:f8b0:4002:c09::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
25625,2607:f8b0:4002:c09::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
25626,2607:f8b0:4002:c09::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
25627,2607:f8b0:4002:c09::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
25628,2607:f8b0:4002:c09::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,866
25629,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c09::5d,QUIC,1292
25630,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c09::5d,QUIC,101
25631,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c09::5d,QUIC,151
25632,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c09::5d,QUIC,133
25633,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c09::5d,QUIC,1113
25638,2607:f8b0:4002:c09::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1023
25639,2607:f8b0:4002:c09::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,183
25640,2607:f8b0:4002:c09::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,89
25641,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c09::5d,QUIC,94
25647,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c09::5d,QUIC,94
25652,2607:f8b0:4002:c09::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,270
25653,2607:f8b0:4002:c09::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,83
25654,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c09::5d,QUIC,97
25671,2607:f8b0:4002:c09::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
45392,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::65,QUIC,1292
45393,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::65,QUIC,1292
45397,2607:f8b0:4002:c0f::65,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
45410,2607:f8b0:4002:c0f::65,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
45411,2607:f8b0:4002:c0f::65,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
