No.,Source,Destination,Protocol,Length,Protocol_num,Packet_Count,Result
7954,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::77,QUIC,206,4,3796,Normal
7955,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::77,QUIC,192,4,3796,Normal
7956,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::77,QUIC,267,4,3796,Normal
7957,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::77,QUIC,215,4,3796,Normal
7958,172.253.124.149,192.168.46.2,QUIC,993,4,33,Normal
7959,172.253.124.149,192.168.46.2,QUIC,163,4,33,Normal
7960,172.253.124.149,192.168.46.2,QUIC,69,4,33,Normal
7961,192.168.46.2,172.253.124.149,QUIC,193,4,783,Normal
7962,172.253.124.149,192.168.46.2,QUIC,341,4,33,Normal
7963,192.168.46.2,172.253.124.149,QUIC,73,4,783,Normal
7964,192.168.46.2,172.253.124.149,QUIC,77,4,783,Normal
7965,2607:f8b0:4002:c11::77,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,91,4,37,Normal
7966,2607:f8b0:4002:c11::77,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,91,4,37,Normal
7967,2607:f8b0:4002:c11::77,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,91,4,37,Normal
7968,172.253.124.149,192.168.46.2,QUIC,67,4,33,Normal
7969,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::77,QUIC,93,4,3796,Normal
7971,172.253.124.149,192.168.46.2,QUIC,65,4,33,Normal
7972,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::77,QUIC,94,4,3796,Normal
7973,2607:f8b0:4002:c11::77,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,90,4,37,Normal
7974,2607:f8b0:4002:c11::77,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,162,4,37,Normal
7975,2607:f8b0:4002:c11::77,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,114,4,37,Normal
7976,2607:f8b0:4002:c11::77,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,121,4,37,Normal
7977,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::77,QUIC,97,4,3796,Normal
7978,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::77,QUIC,98,4,3796,Normal
7979,2607:f8b0:4002:c11::77,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,114,4,37,Normal
7980,2607:f8b0:4002:c11::77,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,85,4,37,Normal
7981,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::77,QUIC,98,4,3796,Normal
7982,2607:f8b0:4002:c11::77,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86,4,37,Normal
7983,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,1292,4,3796,Normal
7984,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,243,4,3796,Normal
7985,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,472,4,3796,Anomaly
7986,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,386,4,3796,Anomaly
7987,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,88,4,3247,Normal
7988,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,95,4,3247,Normal
7989,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,95,4,3796,Normal
7990,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,95,4,3247,Normal
7991,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,112,4,3247,Anomaly
7992,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,112,4,3247,Anomaly
7993,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,105,4,3796,Normal
7994,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,95,4,3247,Normal
7995,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,95,4,3796,Normal
7996,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,88,4,3247,Normal
7997,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,772,4,3247,Anomaly
7998,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86,4,3247,Anomaly
7999,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,115,4,3796,Normal
8000,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::77,QUIC,269,4,3796,Normal
8001,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,88,4,3247,Normal
8002,2607:f8b0:4002:c11::77,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,125,4,37,Normal
8003,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::77,QUIC,98,4,3796,Normal
8004,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::9a,QUIC,1292,4,3796,Normal
8005,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::9a,QUIC,1292,4,3796,Normal
8006,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::9a,QUIC,1292,4,3796,Normal
8007,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::9a,QUIC,144,4,3796,Normal
8008,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::9a,QUIC,594,4,3796,Anomaly
8009,2607:f8b0:4002:c10::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102,4,118,Normal
8010,2607:f8b0:4002:c10::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102,4,118,Normal
8011,2607:f8b0:4002:c10::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,118,Normal
8012,2607:f8b0:4002:c10::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,118,Normal
8013,2607:f8b0:4002:c10::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,118,Normal
8014,2607:f8b0:4002:c10::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,355,4,118,Normal
8015,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::9a,QUIC,140,4,3796,Normal
8016,2607:f8b0:4002:c10::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,999,4,118,Anomaly
8017,2607:f8b0:4002:c10::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,116,4,118,Normal
8018,2607:f8b0:4002:c10::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,89,4,118,Normal
8019,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::9a,QUIC,93,4,3796,Normal
8020,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::9a,QUIC,93,4,3796,Normal
8021,2607:f8b0:4002:c10::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,425,4,118,Normal
8022,2607:f8b0:4002:c10::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,83,4,118,Normal
8023,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::9a,QUIC,97,4,3796,Normal
8024,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::9a,QUIC,392,4,3796,Anomaly
8025,2607:f8b0:4002:c10::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,182,4,118,Normal
8026,2607:f8b0:4002:c10::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,85,4,118,Normal
8027,2607:f8b0:4002:c11::77,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86,4,37,Normal
8028,2607:f8b0:4002:c10::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,376,4,118,Normal
8029,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::9a,QUIC,107,4,3796,Normal
8030,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::9a,QUIC,94,4,3796,Normal
8031,2607:f8b0:4002:c10::9a,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86,4,118,Normal
8032,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,1292,4,3796,Normal
8033,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,1285,4,3796,Anomaly
8034,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,1292,4,3796,Normal
8035,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,599,4,3796,Anomaly
8036,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,95,4,3247,Normal
8037,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,95,4,3796,Normal
8038,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,148,4,3247,Anomaly
8039,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,102,4,3796,Normal
8040,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,88,4,3247,Normal
8041,2607:f8b0:4002:c0c::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,UDP,142,5,42,Anomaly
8042,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0c::5f,UDP,95,5,3796,Normal
8055,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,1292,4,3796,Normal
8056,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,1292,4,3796,Normal
8057,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102,4,156,Normal
8058,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,156,Normal
8059,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,156,Normal
8060,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,156,Normal
8061,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,156,Normal
8062,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,156,Normal
8063,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,651,4,156,Normal
8064,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,1292,4,3796,Normal
8065,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,102,4,3796,Normal
8066,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,102,4,3796,Normal
8067,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,145,4,3796,Normal
8068,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,134,4,3796,Normal
8069,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,520,4,3796,Anomaly
8070,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1035,4,156,Anomaly
8071,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,183,4,156,Normal
8072,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,89,4,156,Normal
8073,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,93,4,3796,Normal
8074,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,355,4,156,Normal
8075,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,97,4,3796,Normal
8076,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,83,4,156,Normal
8077,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,1292,4,3796,Normal
8078,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,1292,4,3796,Normal
8079,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,137,4,3796,Normal
8080,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102,4,156,Normal
8081,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,156,Normal
8082,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,156,Normal
8083,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,341,4,156,Normal
8084,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1013,4,156,Anomaly
8085,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,106,4,156,Normal
8086,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,140,4,3796,Normal
8087,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,93,4,3796,Normal
8088,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,1288,4,3796,Anomaly
8089,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,1288,4,3796,Anomaly
8090,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,102,4,3796,Normal
8091,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,188,4,156,Normal
8092,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,94,4,3796,Normal
8093,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86,4,156,Normal
8094,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,87,4,156,Normal
8095,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,91,4,156,Normal
8096,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,87,4,156,Normal
8097,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,83,4,156,Normal
8098,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,95,4,3796,Normal
8099,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,93,4,3796,Normal
8100,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1288,4,156,Normal
8101,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,105,4,156,Normal
8102,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,135,4,156,Normal
8103,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,97,4,3796,Normal
8104,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c06::5f,QUIC,93,4,3796,Normal
8105,2607:f8b0:4002:c06::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86,4,156,Normal
8107,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:559:0:a3::13,QUIC,1288,4,3796,Anomaly
8108,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:559:0:a3::13,QUIC,1292,4,3796,Normal
8109,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:559:0:a3::13,QUIC,1292,4,3796,Normal
8110,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:559:0:a3::13,QUIC,1292,4,3796,Normal
8111,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:559:0:a3::13,QUIC,1292,4,3796,Normal
8112,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:559:0:a3::13,QUIC,1292,4,3796,Normal
8113,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:559:0:a3::13,QUIC,627,4,3796,Anomaly
8114,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,1285,4,3796,Anomaly
8115,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,260,4,3796,Normal
8116,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,186,4,703,Normal
8117,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1288,4,703,Normal
8118,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8119,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8120,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8121,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8122,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8123,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8124,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8125,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8126,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8127,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8128,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8129,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8130,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8131,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8132,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8133,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8134,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8135,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8136,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8137,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8138,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8139,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8140,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8141,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8142,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8143,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8144,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8145,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8146,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8147,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8148,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8149,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8150,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8151,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8152,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8153,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8154,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8155,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8156,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8157,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8158,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8159,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8160,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8161,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8162,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8163,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8164,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8165,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8166,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8167,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:559:0:a3::13,QUIC,98,4,3796,Normal
8168,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8169,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8170,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,95,4,3247,Normal
8171,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8172,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8173,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8174,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8175,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8176,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8177,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8178,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8179,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:559:0:a3::13,QUIC,94,4,3796,Normal
8180,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8181,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8182,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8183,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8184,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:559:0:a3::13,QUIC,94,4,3796,Normal
8185,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:559:0:a3::13,QUIC,94,4,3796,Normal
8186,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8187,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8188,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8189,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8190,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8191,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8192,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8193,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8194,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8195,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
8196,2001:559:0:a3::13,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,703,Normal
