No.,Source,Destination,Protocol,Length,Protocol_num,Packet_Count,Result
3302,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3303,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3304,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3305,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3306,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3307,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,95,4,3796,Normal
3308,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3309,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3310,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,514,4,3247,Anomaly
3311,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3312,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3313,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3314,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3315,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3316,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3317,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1258,4,3247,Anomaly
3318,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1285,4,3247,Anomaly
3319,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3320,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3321,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3322,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3323,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3324,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3325,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3326,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3327,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3328,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3329,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3330,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3331,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3332,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3333,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3334,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3335,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3336,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3337,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3338,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,95,4,3796,Normal
3339,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3340,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,95,4,3796,Normal
3341,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3342,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3343,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3344,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3345,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3346,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3347,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3348,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3349,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3350,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3351,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3352,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3353,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3354,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3355,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,876,4,3247,Anomaly
3356,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1285,4,3247,Anomaly
3357,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3358,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3359,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3360,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3361,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3362,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3363,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3364,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3365,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3366,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3367,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3368,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,226,4,3247,Anomaly
3369,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3370,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3371,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3372,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3373,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3374,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3375,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3376,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3377,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3378,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3379,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3380,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3381,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3382,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3383,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3384,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3385,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3386,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3387,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3388,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3389,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,95,4,3796,Normal
3390,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,95,4,3796,Normal
3391,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,95,4,3796,Normal
3392,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3393,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3394,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3395,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3396,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3397,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3398,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3399,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3400,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3401,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3402,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3403,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3404,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3405,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3406,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3407,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3408,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3409,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3410,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3411,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,95,4,3796,Normal
3412,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3413,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3414,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3415,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,95,4,3796,Normal
3416,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3417,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3418,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3419,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3420,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3421,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3422,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3423,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3424,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3425,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3426,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3427,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3428,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3429,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3430,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3431,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3432,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3433,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3434,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3435,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3436,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3437,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3438,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3439,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3440,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3441,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3442,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3443,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3444,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3445,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3446,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3447,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3448,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3449,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3450,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3451,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3452,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3453,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3454,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3455,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3456,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3457,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,669,4,3247,Anomaly
3458,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1285,4,3247,Anomaly
3459,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3460,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3461,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3462,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3463,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3464,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3465,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3466,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3467,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3468,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3469,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3470,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3471,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3472,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3473,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3474,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,95,4,3796,Normal
3475,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,95,4,3796,Normal
3476,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,95,4,3796,Normal
3477,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,95,4,3796,Normal
3478,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3479,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3480,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3481,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3482,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3483,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3484,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3485,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,95,4,3796,Normal
3486,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,95,4,3796,Normal
3487,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,95,4,3796,Normal
3488,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3489,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3490,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3491,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3492,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3493,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3494,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3495,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3496,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3497,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3498,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3499,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3500,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3501,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3502,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,95,4,3796,Normal
3503,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3504,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3505,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3506,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3507,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3508,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3509,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3510,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3511,2607:f8b0:4002:c11::5d,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,4,3247,Normal
3512,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,95,4,3796,Normal
3513,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,95,4,3796,Normal
3514,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,100,4,3796,Normal
3515,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c11::5d,QUIC,95,4,3796,Normal
