No.,Time,Source,Destination,Protocol,Length,Info,Protocol_num,Packet_Count,Result
866,21.371706,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=594464 Ack=1150 Win=32256 Len=1208 TSval=559045514 TSecr=412648597 [TCP PDU reassembled in 869],6,808,Normal
867,21.371707,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=595672 Ack=1150 Win=32256 Len=1208 TSval=559045514 TSecr=412648597 [TCP PDU reassembled in 869],6,808,Normal
868,21.371708,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=596880 Ack=1150 Win=32256 Len=1208 TSval=559045514 TSecr=412648597 [TCP PDU reassembled in 869],6,808,Normal
869,21.371819,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,1294,Application Data,8,808,Normal
870,21.37182,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=599296 Ack=1150 Win=32256 Len=1208 TSval=559045514 TSecr=412648597 [TCP PDU reassembled in 885],6,808,Normal
871,21.372303,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::140,TCP,86,49992  >  443 [ACK] Seq=1185 Ack=573928 Win=453568 Len=0 TSval=412648624 TSecr=559045512,6,445,Normal
872,21.372489,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::140,TCP,86,49992  >  443 [ACK] Seq=1185 Ack=600504 Win=1081728 Len=0 TSval=412648624 TSecr=559045514,6,445,Normal
873,21.37797,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=600504 Ack=1150 Win=32256 Len=1208 TSval=559045514 TSecr=412648597 [TCP PDU reassembled in 885],6,808,Normal
874,21.377971,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=601712 Ack=1150 Win=32256 Len=1208 TSval=559045514 TSecr=412648597 [TCP PDU reassembled in 885],6,808,Normal
875,21.377972,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=602920 Ack=1150 Win=32256 Len=1208 TSval=559045514 TSecr=412648597 [TCP PDU reassembled in 885],6,808,Normal
876,21.377973,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=604128 Ack=1150 Win=32256 Len=1208 TSval=559045514 TSecr=412648597 [TCP PDU reassembled in 885],6,808,Normal
877,21.377974,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=605336 Ack=1150 Win=32256 Len=1208 TSval=559045514 TSecr=412648597 [TCP PDU reassembled in 885],6,808,Normal
878,21.377974,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=606544 Ack=1150 Win=32256 Len=1208 TSval=559045514 TSecr=412648597 [TCP PDU reassembled in 885],6,808,Normal
879,21.377975,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=607752 Ack=1150 Win=32256 Len=1208 TSval=559045514 TSecr=412648597 [TCP PDU reassembled in 885],6,808,Normal
880,21.377976,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,"443  >  49992 [PSH, ACK] Seq=608960 Ack=1150 Win=32256 Len=1208 TSval=559045514 TSecr=412648597 [TCP PDU reassembled in 885]",6,808,Normal
881,21.377977,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=610168 Ack=1150 Win=32256 Len=1208 TSval=559045518 TSecr=412648597 [TCP PDU reassembled in 885],6,808,Normal
882,21.377977,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=611376 Ack=1150 Win=32256 Len=1208 TSval=559045518 TSecr=412648597 [TCP PDU reassembled in 885],6,808,Normal
883,21.377978,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=612584 Ack=1150 Win=32256 Len=1208 TSval=559045518 TSecr=412648597 [TCP PDU reassembled in 885],6,808,Normal
884,21.377979,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=613792 Ack=1150 Win=32256 Len=1208 TSval=559045518 TSecr=412648597 [TCP PDU reassembled in 885],6,808,Normal
885,21.377979,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,1294,"Application Data, Application Data",8,808,Normal
886,21.37798,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=616208 Ack=1150 Win=32256 Len=1208 TSval=559045518 TSecr=412648598 [TCP PDU reassembled in 900],6,808,Normal
887,21.377981,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=617416 Ack=1150 Win=32256 Len=1208 TSval=559045518 TSecr=412648598 [TCP PDU reassembled in 900],6,808,Normal
888,21.377982,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=618624 Ack=1150 Win=32256 Len=1208 TSval=559045518 TSecr=412648598 [TCP PDU reassembled in 900],6,808,Normal
889,21.377983,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=619832 Ack=1150 Win=32256 Len=1208 TSval=559045518 TSecr=412648598 [TCP PDU reassembled in 900],6,808,Normal
890,21.377984,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=621040 Ack=1150 Win=32256 Len=1208 TSval=559045518 TSecr=412648598 [TCP PDU reassembled in 900],6,808,Normal
891,21.377984,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=622248 Ack=1150 Win=32256 Len=1208 TSval=559045518 TSecr=412648598 [TCP PDU reassembled in 900],6,808,Normal
892,21.378063,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=623456 Ack=1150 Win=32256 Len=1208 TSval=559045518 TSecr=412648598 [TCP PDU reassembled in 900],6,808,Normal
893,21.378064,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=624664 Ack=1150 Win=32256 Len=1208 TSval=559045518 TSecr=412648598 [TCP PDU reassembled in 900],6,808,Normal
894,21.378198,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=625872 Ack=1150 Win=32256 Len=1208 TSval=559045518 TSecr=412648598 [TCP PDU reassembled in 900],6,808,Normal
895,21.378221,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=627080 Ack=1150 Win=32256 Len=1208 TSval=559045518 TSecr=412648598 [TCP PDU reassembled in 900],6,808,Normal
896,21.378262,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::140,TCP,86,49992  >  443 [ACK] Seq=1185 Ack=623456 Win=1081728 Len=0 TSval=412648630 TSecr=559045518,6,445,Normal
897,21.37831,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=628288 Ack=1150 Win=32256 Len=1208 TSval=559045518 TSecr=412648598 [TCP PDU reassembled in 900],6,808,Normal
898,21.378372,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=629496 Ack=1150 Win=32256 Len=1208 TSval=559045518 TSecr=412648598 [TCP PDU reassembled in 900],6,808,Normal
899,21.378467,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::140,TCP,86,49992  >  443 [ACK] Seq=1185 Ack=629496 Win=1081728 Len=0 TSval=412648630 TSecr=559045518,6,445,Normal
900,21.378528,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,1294,Application Data,8,808,Normal
901,21.378609,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=631912 Ack=1150 Win=32256 Len=1208 TSval=559045518 TSecr=412648598 [TCP PDU reassembled in 920],6,808,Normal
902,21.378735,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,"443  >  49992 [PSH, ACK] Seq=633120 Ack=1150 Win=32256 Len=1208 TSval=559045518 TSecr=412648598 [TCP PDU reassembled in 920]",6,808,Normal
903,21.378764,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::140,TCP,86,49992  >  443 [ACK] Seq=1185 Ack=633120 Win=1081728 Len=0 TSval=412648630 TSecr=559045518,6,445,Normal
904,21.378903,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=634328 Ack=1150 Win=32256 Len=1208 TSval=559045519 TSecr=412648599 [TCP PDU reassembled in 920],6,808,Normal
905,21.378904,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=635536 Ack=1150 Win=32256 Len=1208 TSval=559045519 TSecr=412648599 [TCP PDU reassembled in 920],6,808,Normal
906,21.37892,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=636744 Ack=1150 Win=32256 Len=1208 TSval=559045519 TSecr=412648599 [TCP PDU reassembled in 920],6,808,Normal
907,21.37896,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::140,TCP,86,49992  >  443 [ACK] Seq=1185 Ack=634328 Win=1081728 Len=0 TSval=412648630 TSecr=559045518,6,445,Normal
908,21.379024,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::140,TCP,86,49992  >  443 [ACK] Seq=1185 Ack=637952 Win=1081728 Len=0 TSval=412648630 TSecr=559045519,6,445,Normal
909,21.379053,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=637952 Ack=1150 Win=32256 Len=1208 TSval=559045519 TSecr=412648599 [TCP PDU reassembled in 920],6,808,Normal
910,21.379126,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=639160 Ack=1150 Win=32256 Len=1208 TSval=559045519 TSecr=412648599 [TCP PDU reassembled in 920],6,808,Normal
911,21.379246,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=640368 Ack=1150 Win=32256 Len=1208 TSval=559045519 TSecr=412648599 [TCP PDU reassembled in 920],6,808,Normal
912,21.37938,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::140,TCP,86,49992  >  443 [ACK] Seq=1185 Ack=641576 Win=1081728 Len=0 TSval=412648632 TSecr=559045519,6,445,Normal
913,21.379442,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=641576 Ack=1150 Win=32256 Len=1208 TSval=559045519 TSecr=412648599 [TCP PDU reassembled in 920],6,808,Normal
914,21.379443,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=642784 Ack=1150 Win=32256 Len=1208 TSval=559045519 TSecr=412648599 [TCP PDU reassembled in 920],6,808,Normal
915,21.379444,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=643992 Ack=1150 Win=32256 Len=1208 TSval=559045519 TSecr=412648599 [TCP PDU reassembled in 920],6,808,Normal
916,21.379538,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::140,TCP,86,49992  >  443 [ACK] Seq=1185 Ack=645200 Win=1081728 Len=0 TSval=412648632 TSecr=559045519,6,445,Normal
917,21.379662,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=645200 Ack=1150 Win=32256 Len=1208 TSval=559045519 TSecr=412648599 [TCP PDU reassembled in 920],6,808,Normal
918,21.379663,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=646408 Ack=1150 Win=32256 Len=1208 TSval=559045519 TSecr=412648599 [TCP PDU reassembled in 920],6,808,Normal
919,21.379737,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::140,TCP,86,49992  >  443 [ACK] Seq=1185 Ack=647616 Win=1081728 Len=0 TSval=412648632 TSecr=559045519,6,445,Normal
920,21.379748,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,1294,"Application Data, Application Data",8,808,Normal
921,21.379862,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=648824 Ack=1150 Win=32256 Len=1208 TSval=559045519 TSecr=412648599 [TCP PDU reassembled in 938],6,808,Normal
922,21.37994,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::140,TCP,86,49992  >  443 [ACK] Seq=1185 Ack=650032 Win=1081728 Len=0 TSval=412648632 TSecr=559045519,6,445,Normal
923,21.379969,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=650032 Ack=1150 Win=32256 Len=1208 TSval=559045519 TSecr=412648599 [TCP PDU reassembled in 938],6,808,Normal
924,21.379971,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,"443  >  49992 [PSH, ACK] Seq=651240 Ack=1150 Win=32256 Len=1208 TSval=559045519 TSecr=412648599 [TCP PDU reassembled in 938]",6,808,Normal
925,21.380033,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::140,TCP,86,49992  >  443 [ACK] Seq=1185 Ack=652448 Win=1081728 Len=0 TSval=412648632 TSecr=559045519,6,445,Normal
926,21.380091,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=652448 Ack=1150 Win=32256 Len=1208 TSval=559045520 TSecr=412648602 [TCP PDU reassembled in 938],6,808,Normal
927,21.380159,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=653656 Ack=1150 Win=32256 Len=1208 TSval=559045520 TSecr=412648602 [TCP PDU reassembled in 938],6,808,Normal
928,21.380236,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::140,TCP,86,49992  >  443 [ACK] Seq=1185 Ack=654864 Win=1081728 Len=0 TSval=412648632 TSecr=559045520,6,445,Normal
929,21.380426,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=654864 Ack=1150 Win=32256 Len=1208 TSval=559045520 TSecr=412648602 [TCP PDU reassembled in 938],6,808,Normal
930,21.380426,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=656072 Ack=1150 Win=32256 Len=1208 TSval=559045520 TSecr=412648602 [TCP PDU reassembled in 938],6,808,Normal
931,21.380427,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=657280 Ack=1150 Win=32256 Len=1208 TSval=559045520 TSecr=412648602 [TCP PDU reassembled in 938],6,808,Normal
932,21.380575,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::140,TCP,86,49992  >  443 [ACK] Seq=1185 Ack=658488 Win=1081728 Len=0 TSval=412648633 TSecr=559045520,6,445,Normal
933,21.380693,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=658488 Ack=1150 Win=32256 Len=1208 TSval=559045520 TSecr=412648602 [TCP PDU reassembled in 938],6,808,Normal
934,21.380694,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=659696 Ack=1150 Win=32256 Len=1208 TSval=559045520 TSecr=412648602 [TCP PDU reassembled in 938],6,808,Normal
935,21.380695,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=660904 Ack=1150 Win=32256 Len=1208 TSval=559045520 TSecr=412648602 [TCP PDU reassembled in 938],6,808,Normal
936,21.380762,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::140,TCP,86,49992  >  443 [ACK] Seq=1185 Ack=662112 Win=1081728 Len=0 TSval=412648633 TSecr=559045520,6,445,Normal
937,21.380974,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=662112 Ack=1150 Win=32256 Len=1208 TSval=559045520 TSecr=412648602 [TCP PDU reassembled in 938],6,808,Normal
938,21.380974,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,1246,"Application Data, Application Data",8,808,Normal
939,21.380975,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=664480 Ack=1185 Win=32256 Len=1208 TSval=559045520 TSecr=412648605 [TCP PDU reassembled in 958],6,808,Normal
940,21.381041,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=665688 Ack=1185 Win=32256 Len=1208 TSval=559045520 TSecr=412648605 [TCP PDU reassembled in 958],6,808,Normal
941,21.381129,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::140,TCP,86,49992  >  443 [ACK] Seq=1185 Ack=665688 Win=1081728 Len=0 TSval=412648633 TSecr=559045520,6,445,Normal
942,21.381259,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=666896 Ack=1185 Win=32256 Len=1208 TSval=559045520 TSecr=412648605 [TCP PDU reassembled in 958],6,808,Normal
943,21.381341,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::140,TCP,86,49992  >  443 [ACK] Seq=1185 Ack=668104 Win=1081728 Len=0 TSval=412648633 TSecr=559045520,6,445,Normal
944,21.381587,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=668104 Ack=1185 Win=32256 Len=1208 TSval=559045520 TSecr=412648605 [TCP PDU reassembled in 958],6,808,Normal
945,21.381591,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=669312 Ack=1185 Win=32256 Len=1208 TSval=559045520 TSecr=412648605 [TCP PDU reassembled in 958],6,808,Normal
946,21.381592,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=670520 Ack=1185 Win=32256 Len=1208 TSval=559045520 TSecr=412648605 [TCP PDU reassembled in 958],6,808,Normal
947,21.381697,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=671728 Ack=1185 Win=32256 Len=1208 TSval=559045520 TSecr=412648605 [TCP PDU reassembled in 958],6,808,Normal
948,21.381781,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=672936 Ack=1185 Win=32256 Len=1208 TSval=559045520 TSecr=412648605 [TCP PDU reassembled in 958],6,808,Normal
949,21.381801,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::140,TCP,86,49992  >  443 [ACK] Seq=1185 Ack=671728 Win=1081728 Len=0 TSval=412648634 TSecr=559045520,6,445,Normal
950,21.381821,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::140,TCP,86,49992  >  443 [ACK] Seq=1185 Ack=674144 Win=1081728 Len=0 TSval=412648634 TSecr=559045520,6,445,Normal
951,21.381897,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=674144 Ack=1185 Win=32256 Len=1208 TSval=559045520 TSecr=412648605 [TCP PDU reassembled in 958],6,808,Normal
952,21.381898,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=675352 Ack=1185 Win=32256 Len=1208 TSval=559045520 TSecr=412648605 [TCP PDU reassembled in 958],6,808,Normal
953,21.381969,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::140,TCP,86,49992  >  443 [ACK] Seq=1185 Ack=676560 Win=1081728 Len=0 TSval=412648634 TSecr=559045520,6,445,Normal
954,21.382021,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=676560 Ack=1185 Win=32256 Len=1208 TSval=559045520 TSecr=412648605 [TCP PDU reassembled in 958],6,808,Normal
955,21.382022,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=677768 Ack=1185 Win=32256 Len=1208 TSval=559045520 TSecr=412648605 [TCP PDU reassembled in 958],6,808,Normal
956,21.382082,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::140,TCP,86,49992  >  443 [ACK] Seq=1185 Ack=678976 Win=1081728 Len=0 TSval=412648634 TSecr=559045520,6,445,Normal
957,21.382139,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=678976 Ack=1185 Win=32256 Len=1208 TSval=559045520 TSecr=412648605 [TCP PDU reassembled in 958],6,808,Normal
958,21.384376,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,788,Application Data,8,808,Anomaly
959,21.384568,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:f000::140,TCP,86,49992  >  443 [ACK] Seq=1185 Ack=680886 Win=1081728 Len=0 TSval=412648637 TSecr=559045520,6,445,Normal
960,21.384632,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=680886 Ack=1185 Win=32256 Len=1208 TSval=559045521 TSecr=412648605 [TCP PDU reassembled in 973],6,808,Normal
961,21.384633,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=682094 Ack=1185 Win=32256 Len=1208 TSval=559045521 TSecr=412648605 [TCP PDU reassembled in 973],6,808,Normal
962,21.384634,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=683302 Ack=1185 Win=32256 Len=1208 TSval=559045521 TSecr=412648605 [TCP PDU reassembled in 973],6,808,Normal
963,21.384635,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=684510 Ack=1185 Win=32256 Len=1208 TSval=559045521 TSecr=412648605 [TCP PDU reassembled in 973],6,808,Normal
964,21.384635,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=685718 Ack=1185 Win=32256 Len=1208 TSval=559045521 TSecr=412648605 [TCP PDU reassembled in 973],6,808,Normal
965,21.384636,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=686926 Ack=1185 Win=32256 Len=1208 TSval=559045521 TSecr=412648605 [TCP PDU reassembled in 973],6,808,Normal
966,21.384637,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=688134 Ack=1185 Win=32256 Len=1208 TSval=559045521 TSecr=412648605 [TCP PDU reassembled in 973],6,808,Normal
967,21.384637,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=689342 Ack=1185 Win=32256 Len=1208 TSval=559045521 TSecr=412648605 [TCP PDU reassembled in 973],6,808,Normal
968,21.384638,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=690550 Ack=1185 Win=32256 Len=1208 TSval=559045521 TSecr=412648605 [TCP PDU reassembled in 973],6,808,Normal
969,21.384638,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=691758 Ack=1185 Win=32256 Len=1208 TSval=559045521 TSecr=412648605 [TCP PDU reassembled in 973],6,808,Normal
970,21.384639,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=692966 Ack=1185 Win=32256 Len=1208 TSval=559045521 TSecr=412648605 [TCP PDU reassembled in 973],6,808,Normal
971,21.384639,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=694174 Ack=1185 Win=32256 Len=1208 TSval=559045521 TSecr=412648605 [TCP PDU reassembled in 973],6,808,Normal
972,21.38464,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=695382 Ack=1185 Win=32256 Len=1208 TSval=559045521 TSecr=412648605 [TCP PDU reassembled in 973],6,808,Normal
973,21.384641,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,828,"Application Data, Application Data",8,808,Anomaly
974,21.384641,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=697332 Ack=1185 Win=32256 Len=1208 TSval=559045522 TSecr=412648605 [TCP PDU reassembled in 987],6,808,Normal
975,21.384642,2620:149:a16:f000::140,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1294,443  >  49992 [ACK] Seq=698540 Ack=1185 Win=32256 Len=1208 TSval=559045522 TSecr=412648605 [TCP PDU reassembled in 987],6,808,Normal
