No.,Time,Source,Destination,Protocol,Length,Info,Protocol_num,Packet_Count,Result
1,0.0,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::105,TCP,74,53229  >  443 [ACK] Seq=1 Ack=1 Win=2048 Len=0,6,445,Normal
2,0.017282,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86,[TCP ACKed unseen segment] 443  >  53229 [ACK] Seq=1 Ack=2 Win=20706 Len=0 TSval=3001049816 TSecr=3816514558,6,16,Normal
3,0.158913,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,95,Standard query 0xd111 HTTPS doh.xfinity.com,2,445,Anomaly
4,0.159223,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,95,Standard query 0x6f02 AAAA doh.xfinity.com,2,445,Anomaly
5,0.159536,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,95,Standard query 0x85cf A doh.xfinity.com,2,445,Anomaly
6,0.160326,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::105,TLSv1.2,283,"[TCP Previous segment not captured] , Application Data",7,445,Normal
7,0.160397,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::105,TLSv1.2,132,Application Data,7,445,Normal
8,0.160461,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::105,TLSv1.2,283,Application Data,7,445,Normal
9,0.160519,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::105,TLSv1.2,283,Application Data,7,445,Normal
10,0.171959,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,207,Standard query response 0xd111 HTTPS doh.xfinity.com CNAME doh2.gslb2.xfinity.com SOA gtd02-d.northlake.il.ndcchgo.comcast.net,2,13,Anomaly
11,0.172629,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,136,Standard query response 0x85cf A doh.xfinity.com CNAME doh2.gslb2.xfinity.com A 75.75.77.106,2,13,Anomaly
12,0.17263,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86,443  >  53229 [ACK] Seq=1 Ack=199 Win=21420 Len=0 TSval=3001049855 TSecr=3817281591,6,16,Normal
13,0.172631,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,148,Standard query response 0x6f02 AAAA doh.xfinity.com CNAME doh2.gslb2.xfinity.com AAAA 2001:558:feed:443::105,2,13,Anomaly
14,0.174212,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86,443  >  53229 [ACK] Seq=1 Ack=442 Win=24990 Len=0 TSval=3001049855 TSecr=3817281591,6,16,Normal
15,0.175069,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.2,132,Application Data,7,16,Normal
16,0.175194,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::105,TCP,86,53229  >  443 [ACK] Seq=639 Ack=47 Win=2047 Len=0 TSval=3817281605 TSecr=3001049856,6,445,Normal
17,0.184166,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.2,131,Application Data,7,16,Normal
18,0.184286,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::105,TCP,86,53229  >  443 [ACK] Seq=639 Ack=92 Win=2047 Len=0 TSval=3817281615 TSecr=3001049858,6,445,Normal
19,0.187173,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.2,237,Application Data,7,16,Normal
20,0.187174,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86,[TCP Window Update] 443  >  53229 [ACK] Seq=243 Ack=639 Win=30702 Len=0 TSval=3001049858 TSecr=3817281605,6,16,Normal
21,0.187298,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::105,TCP,86,53229  >  443 [ACK] Seq=639 Ack=243 Win=2045 Len=0 TSval=3817281618 TSecr=3001049858,6,445,Normal
22,0.187851,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::105,TLSv1.2,128,Application Data,7,445,Normal
23,0.188115,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.2,131,Application Data,7,16,Normal
24,0.188116,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.2,208,Application Data,7,16,Normal
25,0.188204,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::105,TCP,86,53229  >  443 [ACK] Seq=681 Ack=410 Win=2045 Len=0 TSval=3817281618 TSecr=3001049859,6,445,Normal
26,0.189756,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,115,"443  >  53229 [PSH, ACK] Seq=410 Ack=639 Win=30702 Len=29 TSval=3001049859 TSecr=3817281605 [TCP PDU reassembled in 27]",6,16,Normal
27,0.189758,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.2,183,Application Data,7,16,Normal
28,0.189879,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::105,TCP,86,53229  >  443 [ACK] Seq=681 Ack=536 Win=2046 Len=0 TSval=3817281621 TSecr=3001049859,6,445,Normal
29,0.19242,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c05::5f,QUIC,1292,"Initial, DCID=2988485337ae66e4, PKN: 1, CRYPTO, CRYPTO, PING, PING, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PING, PADDING, PING",4,445,Normal
30,0.192424,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c05::5f,QUIC,1292,"Initial, DCID=2988485337ae66e4, PKN: 2, CRYPTO",4,445,Normal
31,0.192476,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c05::5f,QUIC,1292,"Initial, DCID=2988485337ae66e4, PKN: 3, CRYPTO, PADDING, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, PADDING",4,445,Normal
32,0.195458,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c05::5f,QUIC,141,"0-RTT, DCID=2988485337ae66e4",4,445,Normal
33,0.195866,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c05::5f,QUIC,982,"0-RTT, DCID=2988485337ae66e4",4,445,Anomaly
34,0.199617,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86,[TCP Window Update] 443  >  53229 [ACK] Seq=536 Ack=639 Win=31416 Len=0 TSval=3001049862 TSecr=3817281618,6,16,Normal
35,0.202693,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86,443  >  53229 [ACK] Seq=536 Ack=681 Win=32130 Len=0 TSval=3001049862 TSecr=3817281618,6,16,Normal
36,0.202695,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86,[TCP Window Update] 443  >  53229 [ACK] Seq=536 Ack=681 Win=32844 Len=0 TSval=3001049862 TSecr=3817281618,6,16,Normal
37,0.209889,2607:f8b0:4002:c05::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102,"Initial, SCID=e988485337ae66e4, PKN: 1, ACK",4,15,Normal
38,0.20989,2607:f8b0:4002:c05::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102,"Initial, SCID=e988485337ae66e4, PKN: 2, ACK",4,15,Normal
39,0.210278,2607:f8b0:4002:c05::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,"Initial, SCID=e988485337ae66e4, PKN: 3, ACK, PADDING",4,15,Normal
40,0.210521,2607:f8b0:4002:c05::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,"Initial, SCID=e988485337ae66e4, PKN: 4, ACK, PADDING",4,15,Normal
41,0.211081,2607:f8b0:4002:c05::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,"Initial, SCID=e988485337ae66e4, PKN: 5, CRYPTO, PADDING",4,15,Normal
42,0.211083,2607:f8b0:4002:c05::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,344,Protected Payload (KP0),4,15,Normal
43,0.211574,2607:f8b0:4002:c05::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1010,Protected Payload (KP0),4,15,Normal
44,0.211576,2607:f8b0:4002:c05::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,105,Protected Payload (KP0),4,15,Normal
45,0.211577,2607:f8b0:4002:c05::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86,Protected Payload (KP0),4,15,Normal
46,0.212305,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c05::5f,QUIC,140,"Handshake, DCID=e988485337ae66e4",4,445,Normal
47,0.212486,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c05::5f,QUIC,93,"Protected Payload (KP0), DCID=e988485337ae66e4",4,445,Normal
48,0.214673,2607:f8b0:4002:c05::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1288,Protected Payload (KP0),4,15,Normal
49,0.214887,2607:f8b0:4002:c05::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,Protected Payload (KP0),4,15,Normal
50,0.214888,2607:f8b0:4002:c05::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292,Protected Payload (KP0),4,15,Normal
51,0.214977,2607:f8b0:4002:c05::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,894,Protected Payload (KP0),4,15,Anomaly
52,0.215481,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c05::5f,QUIC,97,"Protected Payload (KP0), DCID=e988485337ae66e4",4,445,Normal
53,0.215755,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c05::5f,QUIC,93,"Protected Payload (KP0), DCID=e988485337ae66e4",4,445,Normal
54,0.226361,2607:f8b0:4002:c05::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,183,Protected Payload (KP0),4,15,Normal
55,0.226655,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c05::5f,QUIC,93,"Protected Payload (KP0), DCID=e988485337ae66e4",4,445,Normal
56,0.228267,2607:f8b0:4002:c05::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,85,Protected Payload (KP0),4,15,Normal
57,0.432742,192.168.46.2,20.57.85.160,TCP,78,56375  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=620995742 TSecr=0 SACK_PERM,6,98,Normal
58,0.457436,20.57.85.160,192.168.46.2,TCP,74,"443  >  56375 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1440 SACK_PERM TSval=2494839123 TSecr=620995742 WS=128",6,27,Normal
59,0.457505,192.168.46.2,20.57.85.160,TCP,66,56375  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=620995767 TSecr=2494839123,6,98,Normal
60,0.457923,192.168.46.2,20.57.85.160,TCP,1494,56375  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=1428 TSval=620995767 TSecr=2494839123 [TCP PDU reassembled in 61],6,98,Anomaly
61,0.457935,192.168.46.2,20.57.85.160,TLSv1.3,711,Client Hello (SNI=e.clarity.ms),8,98,Anomaly
62,0.482973,20.57.85.160,192.168.46.2,TCP,66,443  >  56375 [ACK] Seq=1 Ack=2074 Win=63872 Len=0 TSval=2494839149 TSecr=620995767,6,27,Normal
63,0.483573,20.57.85.160,192.168.46.2,TLSv1.3,1514,"Server Hello, Change Cipher Spec, Application Data",8,27,Anomaly
64,0.483615,192.168.46.2,20.57.85.160,TCP,66,56375  >  443 [ACK] Seq=2074 Ack=1449 Win=129920 Len=0 TSval=620995793 TSecr=2494839150,6,98,Normal
65,0.484169,20.57.85.160,192.168.46.2,TCP,1514,"443  >  56375 [PSH, ACK] Seq=1449 Ack=2074 Win=64128 Len=1448 TSval=2494839150 TSecr=620995767 [TCP PDU reassembled in 72]",6,27,Anomaly
66,0.484169,20.57.85.160,192.168.46.2,TCP,1266,"443  >  56375 [PSH, ACK] Seq=2897 Ack=2074 Win=64128 Len=1200 TSval=2494839150 TSecr=620995767 [TCP PDU reassembled in 72]",6,27,Normal
67,0.484199,192.168.46.2,20.57.85.160,TCP,66,56375  >  443 [ACK] Seq=2074 Ack=4097 Win=128384 Len=0 TSval=620995794 TSecr=2494839150,6,98,Normal
68,0.484839,20.57.85.160,192.168.46.2,TCP,1514,443  >  56375 [ACK] Seq=4097 Ack=2074 Win=64128 Len=1448 TSval=2494839151 TSecr=620995767 [TCP PDU reassembled in 72],6,27,Anomaly
69,0.484867,192.168.46.2,20.57.85.160,TCP,66,56375  >  443 [ACK] Seq=2074 Ack=5545 Win=129600 Len=0 TSval=620995794 TSecr=2494839151,6,98,Normal
70,0.484975,20.57.85.160,192.168.46.2,TCP,1514,"443  >  56375 [PSH, ACK] Seq=5545 Ack=2074 Win=64128 Len=1448 TSval=2494839151 TSecr=620995767 [TCP PDU reassembled in 72]",6,27,Anomaly
71,0.485001,192.168.46.2,20.57.85.160,TCP,66,56375  >  443 [ACK] Seq=2074 Ack=6993 Win=129600 Len=0 TSval=620995794 TSecr=2494839151,6,98,Normal
72,0.485772,20.57.85.160,192.168.46.2,TLSv1.3,664,"Application Data, Application Data, Application Data",8,27,Anomaly
73,0.485829,192.168.46.2,20.57.85.160,TCP,66,56375  >  443 [ACK] Seq=2074 Ack=7591 Win=130432 Len=0 TSval=620995796 TSecr=2494839151,6,98,Normal
74,0.486221,192.168.46.2,20.57.85.160,TLSv1.3,146,"Change Cipher Spec, Application Data",8,98,Normal
75,0.486771,192.168.46.2,20.57.85.160,TLSv1.3,1061,Application Data,8,98,Anomaly
76,0.513951,20.57.85.160,192.168.46.2,TLSv1.3,369,Application Data,8,27,Normal
77,0.514026,192.168.46.2,20.57.85.160,TCP,66,56375  >  443 [ACK] Seq=3149 Ack=7894 Win=130752 Len=0 TSval=620995824 TSecr=2494839180,6,98,Normal
78,0.514691,20.57.85.160,192.168.46.2,TLSv1.3,369,Application Data,8,27,Normal
79,0.514738,192.168.46.2,20.57.85.160,TCP,66,56375  >  443 [ACK] Seq=3149 Ack=8197 Win=130752 Len=0 TSval=620995824 TSecr=2494839180,6,98,Normal
80,0.51577,20.57.85.160,192.168.46.2,TLSv1.3,377,Application Data,8,27,Normal
81,0.515815,192.168.46.2,20.57.85.160,TCP,66,56375  >  443 [ACK] Seq=3149 Ack=8508 Win=130752 Len=0 TSval=620995826 TSecr=2494839182,6,98,Normal
82,1.038578,2607:f8b0:4002:c09::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,UDP,141,443  >  56913 Len=79,9,15,Normal
83,1.038796,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c09::5f,UDP,100,56913  >  443 Len=38,9,445,Anomaly
84,5.439595,fe80::3a94:edff:fed4:d02b,ff02::1,ICMPv6,174,Router Advertisement from 38:94:ed:d4:d0:2b,3,9,Normal
85,6.664519,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::106,TCP,74,52273  >  443 [ACK] Seq=1 Ack=1 Win=2048 Len=0,6,445,Normal
86,6.695964,2001:558:feed:443::106,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86,[TCP ACKed unseen segment] 443  >  52273 [ACK] Seq=1 Ack=2 Win=14280 Len=0 TSval=2937838501 TSecr=1134866328,6,4,Normal
87,9.84476,2607:f8b0:4002:c09::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,UDP,222,443  >  56913 Len=160,9,15,Anomaly
88,9.845091,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c09::5f,UDP,100,56913  >  443 Len=38,9,445,Anomaly
89,12.229161,fe80::1867:809a:daeb:dc0,fe80::3a94:edff:fed4:d02b,ICMPv6,86,Neighbor Solicitation for fe80::3a94:edff:fed4:d02b from f0:18:98:69:d6:81,3,5,Normal
90,12.236769,fe80::3a94:edff:fed4:d02b,fe80::1867:809a:daeb:dc0,ICMPv6,78,"Neighbor Advertisement fe80::3a94:edff:fed4:d02b (rtr, sol)",3,9,Normal
91,15.989792,2a06:98c1:3108::ac40:94eb,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.2,110,Application Data,7,6,Normal
92,15.989937,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2a06:98c1:3108::ac40:94eb,TCP,86,53129  >  443 [ACK] Seq=1 Ack=25 Win=2047 Len=0 TSval=1994688359 TSecr=2377069704,6,445,Normal
93,15.990192,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2a06:98c1:3108::ac40:94eb,TLSv1.2,114,Application Data,7,445,Normal
94,16.00658,2a06:98c1:3108::ac40:94eb,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86,443  >  53129 [ACK] Seq=25 Ack=29 Win=16 Len=0 TSval=2377069736 TSecr=1994688359,6,6,Normal
95,17.320839,2607:f8b0:4002:c09::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,UDP,141,443  >  56913 Len=79,9,15,Normal
96,17.320841,fe80::3a94:edff:fed4:d02b,fe80::1867:809a:daeb:dc0,ICMPv6,86,Neighbor Solicitation for fe80::1867:809a:daeb:dc0 from 38:94:ed:d4:d0:2b,3,9,Normal
97,17.321014,fe80::1867:809a:daeb:dc0,fe80::3a94:edff:fed4:d02b,ICMPv6,78,Neighbor Advertisement fe80::1867:809a:daeb:dc0 (sol),3,5,Normal
98,17.321244,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c09::5f,UDP,100,56913  >  443 Len=38,9,445,Anomaly
99,19.576435,20.57.85.160,192.168.46.2,TLSv1.3,90,Application Data,8,27,Normal
100,19.576436,20.57.85.160,192.168.46.2,TCP,66,"443  >  56375 [FIN, ACK] Seq=8532 Ack=3149 Win=64128 Len=0 TSval=2494858230 TSecr=620995826",6,27,Normal
101,19.576553,192.168.46.2,20.57.85.160,TCP,66,56375  >  443 [ACK] Seq=3149 Ack=8532 Win=131008 Len=0 TSval=621014886 TSecr=2494858230,6,98,Normal
102,19.576624,192.168.46.2,20.57.85.160,TCP,66,56375  >  443 [ACK] Seq=3149 Ack=8533 Win=131008 Len=0 TSval=621014886 TSecr=2494858230,6,98,Normal
103,20.348197,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,1412,"Initial, DCID=8db537a4d6e71e02, SCID=a97d01f01b4685ca, PKN: 0, CRYPTO, PADDING",4,445,Normal
104,20.349293,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,736,"0-RTT, DCID=8db537a4d6e71e02, SCID=a97d01f01b4685ca",4,445,Anomaly
105,20.369786,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1262,"Protected Payload (KP0), DCID=a97d01f01b4685ca",4,42,Normal
106,20.369789,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1262,"Protected Payload (KP0), DCID=a97d01f01b4685ca",4,42,Normal
107,20.369933,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1262,"Protected Payload (KP0), DCID=a97d01f01b4685ca",4,42,Normal
108,20.371738,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1262,"Protected Payload (KP0), DCID=a97d01f01b4685ca",4,42,Normal
109,20.37174,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,859,"Protected Payload (KP0), DCID=a97d01f01b4685ca",4,42,Anomaly
110,20.371741,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,94,"Protected Payload (KP0), DCID=a97d01f01b4685ca",4,42,Normal
111,20.371742,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,94,"Protected Payload (KP0), DCID=a97d01f01b4685ca",4,42,Normal
112,20.371743,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,119,"Protected Payload (KP0), DCID=a97d01f01b4685ca",4,42,Normal
113,20.374373,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,179,"Handshake, DCID=1fe7ab9b5e8af7acef8a5538491520ad4bcf30d2, SCID=a97d01f01b4685ca",4,445,Normal
114,20.374377,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,1412,"Initial, DCID=1fe7ab9b5e8af7acef8a5538491520ad4bcf30d2, SCID=a97d01f01b4685ca, PKN: 1, ACK_ECN, PADDING",4,445,Normal
115,20.376067,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,99,Standard query 0x6604 HTTPS news-edge.apple.com,2,445,Anomaly
116,20.376462,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,99,Standard query 0x9c00 AAAA news-edge.apple.com,2,445,Anomaly
117,20.37671,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,99,Standard query 0xc4e8 A news-edge.apple.com,2,445,Anomaly
118,20.378071,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,109,"Protected Payload (KP0), DCID=1fe7ab9b5e8af7acef8a5538491520ad4bcf30d2",4,445,Normal
119,20.378393,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,296,"Protected Payload (KP0), DCID=1fe7ab9b5e8af7acef8a5538491520ad4bcf30d2",4,445,Normal
120,20.380406,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,109,"Protected Payload (KP0), DCID=1fe7ab9b5e8af7acef8a5538491520ad4bcf30d2",4,445,Normal
121,20.386766,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,92,"Protected Payload (KP0), DCID=a97d01f01b4685ca",4,42,Normal
122,20.386823,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1412,"Protected Payload (KP0), DCID=a97d01f01b4685ca",4,42,Normal
123,20.38708,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,109,"Protected Payload (KP0), DCID=1fe7ab9b5e8af7acef8a5538491520ad4bcf30d2",4,445,Normal
124,20.387646,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,222,Standard query response 0x6604 HTTPS news-edge.apple.com CNAME news-edge.fe2.apple-dns.net SOA ns-1396.awsdns-46.org,2,13,Anomaly
125,20.390995,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,252,Standard query response 0x9c00 AAAA news-edge.apple.com CNAME news-edge.fe2.apple-dns.net AAAA 2620:149:1360:101::4 AAAA 2620:149:1360:101::17 AAAA 2620:149:1360:101::d AAAA 2620:149:1360:101::12,2,13,Anomaly
126,20.390996,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,236,Standard query response 0xc4e8 A news-edge.apple.com CNAME news-edge.fe2.apple-dns.net A 17.248.200.68 A 17.248.200.51 A 17.248.200.24 A 17.248.200.65 A 17.248.200.9 A 17.248.200.16,2,13,Anomaly
127,20.391321,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,96,"Protected Payload (KP0), DCID=a97d01f01b4685ca",4,42,Normal
128,20.395641,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:1360:101::4,TCP,98,49991  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=64 TSval=1542358194 TSecr=0 SACK_PERM,6,445,Normal
129,20.399135,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,179,"Protected Payload (KP0), DCID=a97d01f01b4685ca",4,42,Normal
130,20.408559,2620:149:1360:101::4,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,94,"443  >  49991 [SYN, ACK] Seq=0 Ack=1 Win=32844 Len=0 MSS=1440 SACK_PERM TSval=1325530482 TSecr=1542358194 WS=2048",6,52,Normal
131,20.409279,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:1360:101::4,TCP,86,49991  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=1542358207 TSecr=1325530482,6,445,Normal
132,20.409281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:1360:101::4,TLSv1.3,603,Client Hello (SNI=news-edge.apple.com),8,445,Anomaly
133,20.420963,2620:149:1360:101::4,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86,443  >  49991 [ACK] Seq=1 Ack=518 Win=32768 Len=0 TSval=1325530495 TSecr=1542358207,6,52,Normal
134,20.421917,2620:149:1360:101::4,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,1514,"Server Hello, Change Cipher Spec, Application Data",8,52,Anomaly
135,20.422076,2620:149:1360:101::4,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,1514,"443  >  49991 [PSH, ACK] Seq=1429 Ack=518 Win=32768 Len=1428 TSval=1325530496 TSecr=1542358207 [TCP PDU reassembled in 136]",6,52,Normal
136,20.422227,2620:149:1360:101::4,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,704,"Application Data, Application Data, Application Data",8,52,Anomaly
137,20.423621,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:1360:101::4,TCP,86,49991  >  443 [ACK] Seq=518 Ack=3475 Win=131072 Len=0 TSval=1542358221 TSecr=1325530496,6,445,Normal
138,20.423799,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,109,"Protected Payload (KP0), DCID=1fe7ab9b5e8af7acef8a5538491520ad4bcf30d2",4,445,Normal
139,20.42989,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1412,"Protected Payload (KP0), DCID=a97d01f01b4685ca",4,42,Normal
140,20.430091,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1412,"Protected Payload (KP0), DCID=a97d01f01b4685ca",4,42,Normal
141,20.430352,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1412,"Protected Payload (KP0), DCID=a97d01f01b4685ca",4,42,Normal
142,20.430353,2620:149:a16:1000::281,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,239,"Protected Payload (KP0), DCID=a97d01f01b4685ca",4,42,Normal
143,20.430575,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,109,"Protected Payload (KP0), DCID=1fe7ab9b5e8af7acef8a5538491520ad4bcf30d2",4,445,Normal
144,20.430821,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2620:149:a16:1000::281,QUIC,109,"Protected Payload (KP0), DCID=1fe7ab9b5e8af7acef8a5538491520ad4bcf30d2",4,445,Normal
