No.,Source,Destination,Protocol,Length
5542,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,485
5543,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
5544,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5545,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5546,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,684
5547,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,670
5548,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,479
5549,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,85
5550,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,140
5551,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,93
5552,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,182
5553,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,84
5554,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,93
5555,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,94
5556,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1288
5557,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5558,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,97
5559,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5560,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5561,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5562,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5563,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5564,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5565,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5566,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5567,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5568,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5569,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,93
5570,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,93
5571,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5572,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,93
5573,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,93
5574,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,93
5575,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5576,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5577,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5578,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5579,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5580,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5581,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5582,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5583,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5584,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5585,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5586,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,633
5587,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,85
5588,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,93
5589,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,93
5590,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,93
5591,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,93
5592,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,93
5593,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,93
5594,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5595,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,95
5596,192.168.46.2,17.57.144.41,TCP,104
5597,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::105,TLSv1.2,283
5598,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::105,TLSv1.2,283
5599,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::105,TLSv1.2,283
5600,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
5601,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
5602,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.2,131
5603,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::105,TCP,86
5604,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.2,218
5605,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,116
5606,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.2,267
5607,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::105,TCP,86
5608,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::105,TCP,86
5609,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,115
5610,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.2,251
5611,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::105,TCP,86
5612,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::8b,QUIC,1292
5613,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::8b,QUIC,1292
5614,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::8b,QUIC,144
5615,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::8b,QUIC,1288
5616,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::8b,QUIC,521
5617,2001:558:feed:443::105,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
5618,2607:f8b0:4002:c10::8b,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
5619,2607:f8b0:4002:c10::8b,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5620,2607:f8b0:4002:c10::8b,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5621,2607:f8b0:4002:c10::8b,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,340
5622,2607:f8b0:4002:c10::8b,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1006
5623,2607:f8b0:4002:c10::8b,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,87
5624,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::8b,QUIC,1292
5625,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::8b,QUIC,93
5626,2607:f8b0:4002:c10::8b,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,182
5627,2607:f8b0:4002:c10::8b,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,84
5628,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::8b,QUIC,93
5629,2607:f8b0:4002:c10::8b,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,528
5630,2607:f8b0:4002:c10::8b,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,463
5631,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::8b,QUIC,97
5632,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::8b,QUIC,97
5633,2607:f8b0:4002:c10::8b,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,85
5634,2607:f8b0:4002:c10::8b,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,85
5635,17.137.162.3,192.168.46.2,TCP,66
5636,17.137.162.3,192.168.46.2,TCP,90
5637,192.168.46.2,17.137.162.3,TCP,66
5638,192.168.46.2,17.137.162.3,TLSv1.3,90
5639,192.168.46.2,17.137.162.3,TCP,66
5640,17.137.162.3,192.168.46.2,TCP,56
5641,192.168.46.2,17.57.144.41,TCP,104
5642,2a06:98c1:3108::ac40:94eb,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,110
5643,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2a06:98c1:3108::ac40:94eb,TCP,86
5644,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2a06:98c1:3108::ac40:94eb,TLSv1.3,114
5645,2a06:98c1:3108::ac40:94eb,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
5646,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::106,TCP,74
5647,2001:558:feed:443::106,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
5648,192.168.46.2,17.57.144.41,TCP,104
5649,fe80::1867:809a:daeb:dc0,fe80::3a94:edff:fed4:d02b,ICMPv6,86
5650,fe80::3a94:edff:fed4:d02b,fe80::1867:809a:daeb:dc0,ICMPv6,78
5651,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::106,TCP,74
5652,2001:558:feed:443::106,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
5653,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed:443::106,TCP,74
5654,2001:558:feed:443::106,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
5655,192.168.46.2,17.57.144.41,TCP,104
5656,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,1288
5657,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,1292
5658,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,1292
5659,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,1292
5660,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,1292
5661,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,1292
5662,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,1292
5663,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,1292
5664,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,1292
5665,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,781
5666,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,89
5667,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
5668,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
5669,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
5670,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
5671,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,94
5672,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1288
5673,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5674,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5675,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,114
5676,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,348
5677,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,97
5678,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,93
5679,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,94
5680,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,87
5681,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,1292
5682,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,1292
5683,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,1292
5684,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,144
5685,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
5686,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
5687,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5688,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5689,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5690,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,685
5691,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,669
5692,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,480
5693,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,140
5694,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,93
5695,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,1288
5696,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,1292
5697,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,221
5698,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,188
5699,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,91
5700,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,93
5701,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,87
5702,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,87
5703,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,452
5704,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,83
5705,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:4860:4827:7700::,QUIC,97
5706,2001:4860:4827:7700::,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,86
5707,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::bc,TCP,74
5708,2607:f8b0:4002:c10::bc,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
5709,192.168.46.2,17.57.144.41,TCP,104
5710,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c0f::bc,TCP,74
5711,2607:f8b0:4002:c0f::bc,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
5712,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::2,DNS,95
5713,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::2,DNS,95
5714,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::2,DNS,95
5715,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::10,TLSv1.3,278
5716,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::10,TLSv1.3,125
5717,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::10,TLSv1.3,275
5718,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::10,TLSv1.3,275
5719,2001:558:feed::2,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,207
5720,2001:558:feed::2,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,148
5721,2001:558:feed::2,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,136
5722,2001:558:fd01:6453::10,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
5723,2001:558:fd01:6453::10,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,243
5724,2001:558:fd01:6453::10,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,125
5725,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::10,TCP,86
5726,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::10,TCP,86
5727,2001:558:fd01:6453::10,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TLSv1.3,332
5728,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::10,TCP,86
5729,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c02::5e,QUIC,1292
5730,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c02::5e,QUIC,1292
5731,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:fd01:6453::10,TLSv1.3,121
5732,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c02::5e,QUIC,141
5733,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c02::5e,QUIC,770
5734,2607:f8b0:4002:c02::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,102
5735,2607:f8b0:4002:c02::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5736,2607:f8b0:4002:c02::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1292
5737,2607:f8b0:4002:c02::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,335
5738,2607:f8b0:4002:c02::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,1006
5739,2607:f8b0:4002:c02::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,87
5740,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c02::5e,QUIC,140
5741,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c02::5e,QUIC,93
5742,2607:f8b0:4002:c02::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,84
5743,2607:f8b0:4002:c02::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,557
5744,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c02::5e,QUIC,97
5745,2607:f8b0:4002:c02::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,182
5746,2607:f8b0:4002:c02::5e,2601:c4:8300:f95c:b403:72e4:6cc6:a836,QUIC,85
5747,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c02::5e,QUIC,94
5748,2001:558:fd01:6453::10,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
5749,fe80::3a94:edff:fed4:d02b,fe80::1867:809a:daeb:dc0,ICMPv6,86
5750,fe80::1867:809a:daeb:dc0,fe80::3a94:edff:fed4:d02b,ICMPv6,78
5751,192.168.46.2,17.57.144.41,TCP,104
5752,fe80::3a94:edff:fed4:d02b,ff02::1,ICMPv6,174
5753,2607:f8b0:4002:c10::5f,2601:c4:8300:f95c:b403:72e4:6cc6:a836,UDP,142
5754,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2607:f8b0:4002:c10::5f,UDP,99
5755,192.168.46.2,17.57.144.41,TCP,54
5756,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,104
5757,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,104
5758,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,104
5759,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,257
5760,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,257
5761,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,290
5762,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,121
5763,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,121
5764,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,121
5765,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,187
5766,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,187
5767,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,217
5768,192.168.46.2,17.57.144.152,TCP,78
5769,17.57.144.152,192.168.46.2,TCP,74
5770,192.168.46.2,17.57.144.152,TCP,66
5771,192.168.46.2,17.57.144.152,TLSv1.3,583
5772,17.57.144.152,192.168.46.2,TCP,66
5773,17.57.144.152,192.168.46.2,TLSv1.3,1514
5774,17.57.144.152,192.168.46.2,TCP,1514
5775,17.57.144.152,192.168.46.2,TLSv1.3,761
5776,192.168.46.2,17.57.144.152,TCP,66
5777,192.168.46.2,17.57.144.152,TLSv1.3,146
5778,192.168.46.2,17.57.144.152,TLSv1.3,1019
5779,17.57.144.152,192.168.46.2,TCP,66
5780,17.57.144.152,192.168.46.2,TLSv1.3,131
5781,192.168.46.2,17.57.144.152,TCP,66
5782,192.168.46.2,17.57.144.152,TLSv1.3,143
5783,192.168.46.2,17.57.144.152,TLSv1.3,182
5784,192.168.46.2,17.57.144.152,TLSv1.3,239
5785,192.168.46.2,17.57.144.152,TLSv1.3,148
5786,17.57.144.152,192.168.46.2,TLSv1.3,92
5787,17.57.144.152,192.168.46.2,TLSv1.3,128
5788,192.168.46.2,17.57.144.152,TCP,66
5789,17.57.144.152,192.168.46.2,TLSv1.3,132
5790,192.168.46.2,17.57.144.152,TCP,66
5791,192.168.46.2,17.57.144.152,TLSv1.3,183
5792,192.168.46.2,17.57.144.152,TLSv1.3,104
5793,17.57.144.152,192.168.46.2,TLSv1.3,130
5794,192.168.46.2,17.57.144.152,TCP,66
5795,192.168.46.2,17.57.144.152,TLSv1.3,148
5796,192.168.46.2,17.57.144.152,TLSv1.3,183
5797,17.57.144.152,192.168.46.2,TLSv1.3,90
5798,192.168.46.2,17.57.144.152,TCP,66
5799,17.57.144.152,192.168.46.2,TLSv1.3,132
5800,192.168.46.2,17.57.144.152,TCP,66
5801,17.57.144.152,192.168.46.2,TLSv1.3,130
5802,192.168.46.2,17.57.144.152,TCP,66
5803,192.168.46.2,17.57.144.152,TCP,1514
5804,192.168.46.2,17.57.144.152,TCP,1514
5805,192.168.46.2,17.57.144.152,TCP,1514
5806,192.168.46.2,17.57.144.152,TLSv1.3,397
5807,192.168.46.2,17.57.144.152,TLSv1.3,1248
5808,192.168.46.2,17.57.144.152,TLSv1.3,148
5809,192.168.46.2,17.57.144.152,TLSv1.3,183
5810,17.57.144.152,192.168.46.2,TCP,66
5811,17.57.144.152,192.168.46.2,TLSv1.3,128
5812,17.57.144.152,192.168.46.2,TLSv1.3,132
5813,192.168.46.2,17.57.144.152,TCP,66
5814,17.57.144.152,192.168.46.2,TLSv1.3,130
5815,192.168.46.2,17.57.144.152,TCP,66
5816,192.168.46.2,17.57.144.152,TLSv1.3,116
5817,192.168.46.2,17.57.144.152,TLSv1.3,148
5818,17.57.144.152,192.168.46.2,TCP,66
5819,17.57.144.152,192.168.46.2,TLSv1.3,132
5820,192.168.46.2,17.57.144.152,TCP,66
5821,17.57.144.152,192.168.46.2,TLSv1.3,390
5822,192.168.46.2,17.57.144.152,TCP,66
5823,192.168.46.2,17.57.144.152,TLSv1.3,98
5824,17.57.144.152,192.168.46.2,TLSv1.3,124
5825,192.168.46.2,17.57.144.152,TCP,66
5826,17.57.144.152,192.168.46.2,TCP,66
5827,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,94
5828,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2001:558:feed::1,DNS,94
5829,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,133
5830,2001:558:feed::1,2601:c4:8300:f95c:b403:72e4:6cc6:a836,DNS,145
5831,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2a03:2880:f37e:121:face:b00c:0:7260,TCP,98
5832,2a03:2880:f37e:121:face:b00c:0:7260,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,94
5833,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2a03:2880:f37e:121:face:b00c:0:7260,TCP,86
5834,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2a03:2880:f37e:121:face:b00c:0:7260,TCP,90
5835,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2a03:2880:f37e:121:face:b00c:0:7260,SSL,95
5836,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2a03:2880:f37e:121:face:b00c:0:7260,TCP,90
5837,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2a03:2880:f37e:121:face:b00c:0:7260,SSL,406
5838,2a03:2880:f37e:121:face:b00c:0:7260,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
5839,2a03:2880:f37e:121:face:b00c:0:7260,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
5840,2a03:2880:f37e:121:face:b00c:0:7260,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
5841,2a03:2880:f37e:121:face:b00c:0:7260,2601:c4:8300:f95c:b403:72e4:6cc6:a836,TCP,86
5842,2a03:2880:f37e:121:face:b00c:0:7260,2601:c4:8300:f95c:b403:72e4:6cc6:a836,SSL,143
5843,2601:c4:8300:f95c:b403:72e4:6cc6:a836,2a03:2880:f37e:121:face:b00c:0:7260,TCP,86
